"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa035","moa3659","moa60"
2014,12,"529","529 - Peterborough",4461,3468,366,627,3468,611,382,482,2815,1164,2379,2082,1008,675,2778
2014,12,"532","532 - Oshawa",8734,6971,846,917,6971,1080,683,1088,5613,2033,4525,4209,2089,1405,5240
2014,12,"535","535 - Toronto",108874,86016,9736,13122,86016,12791,10067,8948,63245,36681,57825,51049,26962,17536,64376
2014,12,"537","537 - Hamilton",21615,16593,2075,2947,16593,2752,2270,1823,13251,6541,11499,10116,4626,2974,14015
2014,12,"539","539 - St. Catharines--Niagara",14555,11198,1329,2028,11198,2083,1274,1307,9136,4112,7600,6955,3223,2131,9201
2014,12,"541","541 - Kitchener--Cambridge--Waterloo",10769,8503,905,1361,8503,1316,950,1215,6665,2889,5588,5181,2550,1595,6624
2014,12,"543","543 - Brantford",5309,3922,610,777,3922,839,548,498,3396,1415,2770,2539,1108,735,3466
2014,12,"550","550 - Guelph",2958,2404,250,304,2404,349,205,371,1865,722,1506,1452,639,447,1872
2014,12,"555","555 - London",14481,11345,1173,1963,11345,1910,1226,1337,9144,4000,7488,6993,3194,2012,9275
2014,12,"559","559 - Windsor",10455,7908,952,1595,7908,1471,1076,983,6397,3075,5616,4839,2426,1658,6371
2014,12,"568","568 - Barrie",4541,3613,453,475,3613,547,381,585,2845,1111,2370,2171,1269,733,2539
2014,12,"580","580 - Greater Sudbury",5973,4757,524,692,4757,799,417,549,3734,1690,3132,2841,1100,728,4145
2014,12,"595","595 - Thunder Bay",5152,4098,486,568,4098,631,423,439,3407,1306,2707,2445,881,688,3583
2015,3,"505","505 - Ottawa--Gatineau",23197,18826,2015,2356,18826,2354,2017,2136,14089,6972,12395,10802,4751,3166,15280
2015,3,"521","521 - Kingston",6395,4979,633,783,4979,843,573,563,4161,1671,3311,3084,1225,865,4305
2015,3,"529","529 - Peterborough",4435,3451,364,620,3451,606,378,472,2780,1183,2372,2063,957,654,2824
2015,3,"532","532 - Oshawa",8772,7017,841,914,7017,1068,687,1088,5588,2096,4566,4206,1999,1398,5375
2015,3,"535","535 - Toronto",109401,86550,9757,13094,86550,12763,10088,8907,63204,37290,58176,51225,26147,17488,65766
2015,3,"537","537 - Hamilton",21564,16586,2063,2915,16586,2736,2242,1812,13163,6589,11465,10099,4412,2997,14155
2015,3,"539","539 - St. Catharines--Niagara",14641,11305,1315,2021,11305,2048,1288,1309,9135,4197,7652,6989,3113,2133,9395
2015,3,"541","541 - Kitchener--Cambridge--Waterloo",10807,8529,927,1351,8529,1312,966,1214,6689,2904,5620,5187,2444,1576,6787
2015,3,"543","543 - Brantford",5328,3943,616,769,3943,838,547,501,3385,1442,2801,2527,1085,723,3520
2015,3,"550","550 - Guelph",2977,2416,246,315,2416,351,210,367,1871,739,1515,1462,618,451,1908
2015,3,"555","555 - London",14514,11370,1182,1962,11370,1898,1246,1312,9137,4065,7488,7026,3080,2011,9423
2015,3,"559","559 - Windsor",10513,7940,965,1608,7940,1494,1079,986,6383,3144,5653,4860,2331,1671,6511
2015,3,"568","568 - Barrie",4520,3603,452,465,3603,541,376,576,2826,1118,2365,2155,1196,734,2590
2015,3,"580","580 - Greater Sudbury",5963,4740,526,697,4740,806,417,538,3732,1693,3112,2851,1042,715,4206
2015,3,"595","595 - Thunder Bay",5149,4121,487,541,4121,614,414,436,3403,1310,2712,2437,854,670,3625
2015,6,"505","505 - Ottawa--Gatineau",23284,18930,2021,2333,18930,2355,1999,2137,14064,7083,12444,10840,4648,3125,15511
2015,6,"521","521 - Kingston",6409,5009,639,761,5009,829,571,555,4159,1695,3315,3094,1178,833,4398
2015,6,"529","529 - Peterborough",4445,3447,371,627,3447,608,390,456,2798,1191,2397,2048,892,665,2888
2015,6,"532","532 - Oshawa",8828,7051,864,913,7051,1089,688,1071,5615,2142,4590,4238,1908,1399,5521
2015,6,"535","535 - Toronto",109999,87101,9812,13086,87101,12824,10074,8924,63214,37861,58537,51462,25335,17469,67195
2015,6,"537","537 - Hamilton",21560,16595,2082,2883,16595,2747,2218,1792,13077,6691,11462,10098,4167,3052,14341
2015,6,"539","539 - St. Catharines--Niagara",14641,11312,1330,1999,11312,2035,1294,1282,9121,4238,7653,6988,2961,2116,9564
2015,6,"541","541 - Kitchener--Cambridge--Waterloo",10814,8558,916,1340,8558,1300,956,1209,6651,2954,5612,5202,2374,1552,6888
2015,6,"543","543 - Brantford",5344,3943,629,772,3943,847,554,499,3397,1448,2808,2536,1067,714,3563
2015,6,"550","550 - Guelph",2995,2435,250,310,2435,353,207,367,1868,760,1525,1470,602,460,1933
2015,6,"555","555 - London",14608,11471,1187,1950,11471,1905,1232,1327,9141,4140,7564,7044,3023,2049,9536
2015,6,"559","559 - Windsor",10529,7962,964,1603,7962,1487,1080,984,6349,3196,5683,4846,2248,1644,6637
2015,6,"568","568 - Barrie",4519,3619,440,460,3619,509,391,580,2812,1127,2366,2153,1117,753,2649
2015,6,"580","580 - Greater Sudbury",5994,4764,540,690,4764,817,413,535,3732,1727,3142,2852,1021,705,4268
2015,6,"595","595 - Thunder Bay",5127,4112,470,545,4112,603,412,439,3372,1316,2700,2427,826,635,3666
2015,9,"505","505 - Ottawa--Gatineau",23491,19092,2034,2365,19092,2385,2014,2142,14122,7227,12595,10896,4574,3180,15737
2015,9,"521","521 - Kingston",6476,5076,643,757,5076,836,564,566,4184,1726,3358,3118,1168,826,4482
2015,9,"529","529 - Peterborough",4511,3508,371,632,3508,615,388,472,2803,1236,2433,2078,867,689,2955
2015,9,"532","532 - Oshawa",8979,7192,875,912,7192,1096,691,1082,5705,2192,4676,4303,1929,1388,5662
2015,9,"535","535 - Toronto",110915,87978,9792,13145,87978,12902,10035,8944,63376,38595,59124,51791,24931,17248,68736
2015,9,"537","537 - Hamilton",21628,16670,2052,2906,16670,2743,2215,1789,13049,6790,11524,10104,4005,3056,14567
2015,9,"539","539 - St. Catharines--Niagara",14778,11431,1329,2018,11431,2050,1297,1285,9180,4313,7729,7049,2872,2123,9783
2015,9,"541","541 - Kitchener--Cambridge--Waterloo",10947,8666,903,1378,8666,1319,962,1245,6688,3014,5697,5250,2376,1552,7019
2015,9,"543","543 - Brantford",5367,3954,625,788,3954,851,562,472,3411,1484,2816,2551,1048,705,3614
2015,9,"550","550 - Guelph",3059,2499,254,306,2499,355,205,382,1909,768,1570,1489,614,451,1994
2015,9,"555","555 - London",14742,11582,1179,1981,11582,1919,1241,1330,9195,4217,7641,7101,2944,2123,9675
2015,9,"559","559 - Windsor",10644,8050,966,1628,8050,1495,1099,1009,6380,3255,5752,4892,2212,1652,6780
2015,9,"568","568 - Barrie",4554,3657,434,463,3657,515,382,583,2834,1137,2385,2169,1079,784,2691
2015,9,"580","580 - Greater Sudbury",6007,4802,526,679,4802,807,398,528,3731,1748,3166,2841,987,695,4325
2015,9,"595","595 - Thunder Bay",5125,4117,473,535,4117,601,407,433,3361,1331,2713,2412,790,615,3720
2015,12,"505","505 - Ottawa--Gatineau",23676,19277,2019,2380,19277,2392,2007,2178,14148,7350,12733,10943,4533,3195,15948
2015,12,"521","521 - Kingston",6543,5135,637,771,5135,845,563,582,4190,1771,3383,3160,1149,821,4573
2015,12,"529","529 - Peterborough",4563,3555,380,628,3555,621,387,447,2854,1262,2462,2101,848,705,3010
2015,12,"532","532 - Oshawa",9039,7247,870,922,7247,1090,702,1084,5710,2245,4711,4328,1894,1382,5763
2015,12,"535","535 - Toronto",111722,88751,9793,13178,88751,12993,9978,8995,63389,39338,59629,52093,24422,17171,70129
2015,12,"537","537 - Hamilton",21705,16773,2038,2894,16773,2748,2184,1776,13032,6897,11590,10115,3904,3008,14793
2015,12,"539","539 - St. Catharines--Niagara",14844,11501,1323,2020,11501,2015,1328,1290,9152,4402,7769,7075,2777,2112,9955
2015,12,"541","541 - Kitchener--Cambridge--Waterloo",11026,8739,884,1403,8739,1317,970,1262,6703,3061,5741,5285,2337,1570,7119
2015,12,"543","543 - Brantford",5400,3982,631,787,3982,865,553,469,3432,1499,2836,2564,1004,711,3685
2015,12,"550","550 - Guelph",3084,2512,260,312,2512,367,205,374,1926,784,1587,1497,623,426,2035
2015,12,"555","555 - London",14835,11679,1193,1963,11679,1908,1248,1344,9224,4267,7652,7183,2904,2115,9816
2015,12,"559","559 - Windsor",10704,8101,980,1623,8101,1500,1103,1012,6363,3329,5789,4915,2170,1634,6900
2015,12,"568","568 - Barrie",4577,3675,438,464,3675,526,376,578,2848,1151,2408,2169,1015,800,2762
2015,12,"580","580 - Greater Sudbury",5997,4794,528,675,4794,797,406,537,3713,1747,3161,2836,960,692,4345
2015,12,"595","595 - Thunder Bay",5111,4112,478,521,4112,601,398,419,3350,1342,2690,2421,766,602,3743
2016,3,"505","505 - Ottawa--Gatineau",23814,19400,2030,2384,19400,2412,2002,2181,14134,7499,12821,10993,4328,3251,16235
2016,3,"521","521 - Kingston",6588,5182,630,776,5182,841,565,577,4204,1807,3417,3171,1100,821,4667
2016,3,"529","529 - Peterborough",4558,3560,371,627,3560,612,386,441,2847,1270,2468,2090,825,663,3070
2016,3,"532","532 - Oshawa",9088,7271,871,946,7271,1102,715,1055,5758,2275,4745,4343,1806,1376,5906
2016,3,"535","535 - Toronto",112005,89109,9744,13152,89109,13023,9873,8857,63267,39881,59876,52129,23353,17070,71582
2016,3,"537","537 - Hamilton",21715,16814,2012,2889,16814,2746,2155,1773,12952,6990,11606,10109,3716,3001,14998
2016,3,"539","539 - St. Catharines--Niagara",14852,11525,1312,2015,11525,2003,1324,1285,9083,4484,7787,7065,2575,2123,10154
2016,3,"541","541 - Kitchener--Cambridge--Waterloo",11090,8816,885,1389,8816,1322,952,1263,6693,3134,5784,5306,2223,1575,7292
2016,3,"543","543 - Brantford",5396,3990,627,779,3990,859,547,462,3403,1531,2840,2556,937,724,3735
2016,3,"550","550 - Guelph",3064,2497,251,316,2497,361,206,372,1900,792,1573,1491,580,420,2064
2016,3,"555","555 - London",14904,11746,1187,1971,11746,1907,1251,1338,9222,4344,7724,7180,2817,2105,9982
2016,3,"559","559 - Windsor",10705,8105,979,1621,8105,1495,1105,998,6323,3384,5798,4907,2085,1583,7037
2016,3,"568","568 - Barrie",4582,3667,440,475,3667,539,376,561,2849,1172,2411,2171,950,795,2837
2016,3,"580","580 - Greater Sudbury",5994,4803,530,661,4803,796,395,528,3689,1777,3155,2839,903,701,4390
2016,3,"595","595 - Thunder Bay",5133,4129,477,527,4129,607,397,408,3355,1370,2709,2424,739,583,3811
2016,6,"505","505 - Ottawa--Gatineau",24009,19559,2044,2406,19559,2439,2011,2175,14239,7595,12910,11099,4301,3266,16442
2016,6,"521","521 - Kingston",6650,5236,628,786,5236,850,564,584,4222,1844,3465,3185,1115,816,4719
2016,6,"529","529 - Peterborough",4607,3603,374,630,3603,611,393,456,2859,1292,2497,2110,825,670,3112
2016,6,"532","532 - Oshawa",9175,7377,869,929,7377,1091,707,1085,5777,2313,4803,4372,1800,1355,6020
2016,6,"535","535 - Toronto",113129,90068,9838,13223,90068,13121,9940,8916,63697,40516,60532,52597,23721,16795,72613
2016,6,"537","537 - Hamilton",21839,16934,2018,2887,16934,2734,2171,1758,12980,7101,11661,10178,3728,2967,15144
2016,6,"539","539 - St. Catharines--Niagara",15017,11662,1320,2035,11662,2022,1333,1293,9137,4587,7855,7162,2586,2106,10325
2016,6,"541","541 - Kitchener--Cambridge--Waterloo",11179,8884,896,1399,8884,1327,968,1252,6760,3167,5812,5367,2208,1607,7364
2016,6,"543","543 - Brantford",5443,4051,624,768,4051,852,540,485,3413,1545,2861,2582,965,721,3757
2016,6,"550","550 - Guelph",3117,2538,256,323,2538,373,206,366,1940,811,1596,1521,604,414,2099
2016,6,"555","555 - London",15108,11910,1211,1987,11910,1930,1268,1334,9332,4442,7825,7283,2882,2066,10160
2016,6,"559","559 - Windsor",10799,8185,969,1645,8185,1500,1114,1012,6337,3450,5840,4959,2111,1552,7136
2016,6,"568","568 - Barrie",4647,3710,443,494,3710,548,389,566,2881,1200,2441,2206,948,813,2886
2016,6,"580","580 - Greater Sudbury",6028,4830,539,659,4830,784,414,533,3693,1802,3161,2867,900,731,4397
2016,6,"595","595 - Thunder Bay",5128,4131,472,525,4131,601,396,412,3328,1388,2700,2428,723,567,3838
2016,9,"505","505 - Ottawa--Gatineau",24105,19653,2051,2401,19653,2445,2007,2173,14242,7690,12983,11122,4405,3121,16579
2016,9,"521","521 - Kingston",6718,5290,634,794,5290,870,558,603,4252,1863,3501,3217,1170,793,4755
2016,9,"529","529 - Peterborough",4679,3672,381,626,3672,612,395,482,2885,1312,2531,2148,864,646,3169
2016,9,"532","532 - Oshawa",9258,7452,860,946,7452,1089,717,1080,5809,2369,4851,4407,1860,1309,6089
2016,9,"535","535 - Toronto",114490,91304,9868,13318,91304,13153,10033,9053,64113,41324,61342,53148,24546,16196,73748
2016,9,"537","537 - Hamilton",21999,17059,2018,2922,17059,2748,2192,1752,13035,7212,11744,10255,3832,2861,15306
2016,9,"539","539 - St. Catharines--Niagara",15101,11748,1327,2026,11748,2036,1317,1268,9187,4646,7898,7203,2634,2041,10426
2016,9,"541","541 - Kitchener--Cambridge--Waterloo",11276,8984,902,1390,8984,1334,958,1255,6790,3231,5852,5424,2273,1543,7460
2016,9,"543","543 - Brantford",5496,4080,631,785,4080,876,540,492,3443,1561,2881,2615,1016,689,3791
2016,9,"550","550 - Guelph",3162,2581,253,328,2581,374,207,360,1968,834,1620,1542,653,393,2116
2016,9,"555","555 - London",15372,12164,1214,1994,12164,1919,1289,1373,9446,4553,7972,7400,2985,2008,10379
2016,9,"559","559 - Windsor",10937,8302,963,1672,8302,1502,1133,1026,6397,3514,5928,5009,2202,1507,7228
2016,9,"568","568 - Barrie",4706,3752,459,495,3752,562,392,555,2910,1241,2455,2251,1003,781,2922
2016,9,"580","580 - Greater Sudbury",6085,4893,553,639,4893,777,415,543,3709,1833,3203,2882,964,690,4431
2016,9,"595","595 - Thunder Bay",5178,4174,481,523,4174,608,396,419,3357,1402,2737,2441,771,533,3874
2016,12,"505","505 - Ottawa--Gatineau",24292,19820,2051,2421,19820,2449,2023,2178,14314,7800,13062,11230,4537,2960,16795
2016,12,"521","521 - Kingston",6766,5335,629,802,5335,865,566,622,4248,1896,3536,3230,1198,764,4804
2016,12,"529","529 - Peterborough",4738,3699,381,658,3699,626,413,490,2909,1339,2563,2175,912,590,3236
2016,12,"532","532 - Oshawa",9355,7524,885,946,7524,1102,729,1068,5868,2419,4871,4484,1913,1258,6184
2016,12,"535","535 - Toronto",115674,92275,9924,13475,92275,13214,10185,9145,64573,41956,62027,53647,25361,15673,74640
2016,12,"537","537 - Hamilton",22139,17190,2008,2941,17190,2760,2189,1761,13050,7328,11787,10352,3995,2689,15455
2016,12,"539","539 - St. Catharines--Niagara",15238,11871,1330,2037,11871,2034,1333,1282,9243,4713,7967,7271,2768,1942,10528
2016,12,"541","541 - Kitchener--Cambridge--Waterloo",11442,9094,909,1439,9094,1369,979,1283,6884,3275,5958,5484,2363,1557,7522
2016,12,"543","543 - Brantford",5537,4113,623,801,4113,871,553,484,3463,1590,2915,2622,1040,668,3829
2016,12,"550","550 - Guelph",3196,2602,265,329,2602,384,210,368,1986,842,1638,1558,676,381,2139
2016,12,"555","555 - London",15600,12372,1234,1994,12372,1930,1298,1403,9544,4653,8087,7513,3147,1947,10506
2016,12,"559","559 - Windsor",11074,8395,970,1709,8395,1532,1147,1015,6461,3598,6014,5060,2304,1437,7333
2016,12,"568","568 - Barrie",4754,3796,456,502,3796,568,390,567,2911,1276,2486,2268,1029,747,2978
2016,12,"580","580 - Greater Sudbury",6132,4943,561,628,4943,760,429,560,3722,1850,3247,2885,1026,675,4431
2016,12,"595","595 - Thunder Bay",5225,4219,478,528,4219,605,401,409,3391,1425,2770,2455,795,511,3919
2017,3,"505","505 - Ottawa--Gatineau",24479,19970,2075,2434,19970,2480,2029,2189,14361,7929,13174,11305,4719,2833,16927
2017,3,"521","521 - Kingston",6862,5418,647,797,5418,872,572,624,4314,1924,3579,3283,1271,752,4839
2017,3,"529","529 - Peterborough",4794,3740,387,667,3740,632,422,503,2928,1363,2605,2189,964,572,3258
2017,3,"532","532 - Oshawa",9477,7607,906,964,7607,1143,727,1069,5956,2452,4960,4517,1993,1194,6290
2017,3,"535","535 - Toronto",116886,93201,10075,13610,93201,13285,10400,9274,65081,42531,62638,54248,26489,15068,75329
2017,3,"537","537 - Hamilton",22315,17348,2021,2946,17348,2769,2198,1781,13091,7443,11899,10416,4195,2573,15547
2017,3,"539","539 - St. Catharines--Niagara",15359,11941,1348,2070,11941,2078,1340,1296,9318,4745,8029,7330,2873,1861,10625
2017,3,"541","541 - Kitchener--Cambridge--Waterloo",11596,9188,946,1462,9188,1400,1008,1280,6982,3334,6036,5560,2472,1490,7634
2017,3,"543","543 - Brantford",5611,4168,634,809,4168,877,566,496,3496,1619,2956,2655,1111,643,3857
2017,3,"550","550 - Guelph",3212,2609,265,338,2609,389,214,370,1988,854,1650,1562,714,347,2151
2017,3,"555","555 - London",15743,12462,1258,2023,12462,1946,1335,1391,9635,4717,8147,7596,3269,1838,10636
2017,3,"559","559 - Windsor",11199,8478,988,1733,8478,1562,1159,1023,6525,3651,6071,5128,2400,1357,7442
2017,3,"568","568 - Barrie",4847,3858,479,510,3858,591,398,587,2956,1304,2526,2321,1106,706,3035
2017,3,"580","580 - Greater Sudbury",6217,4999,567,651,4999,762,456,563,3771,1883,3290,2927,1086,638,4493
2017,3,"595","595 - Thunder Bay",5244,4241,489,514,4241,612,391,409,3409,1426,2780,2464,850,474,3920
2017,6,"505","505 - Ottawa--Gatineau",24619,20055,2088,2476,20055,2492,2072,2192,14407,8020,13228,11391,4837,2761,17021
2017,6,"521","521 - Kingston",6866,5414,655,797,5414,866,586,609,4310,1947,3583,3283,1270,716,4880
2017,6,"529","529 - Peterborough",4862,3802,391,669,3802,638,422,510,2972,1380,2631,2231,1006,531,3325
2017,6,"532","532 - Oshawa",9597,7690,913,994,7690,1156,751,1072,6042,2483,5010,4587,2077,1130,6390
2017,6,"535","535 - Toronto",117749,93845,10204,13700,93845,13346,10558,9363,65450,42936,63116,54633,27489,14200,76060
2017,6,"537","537 - Hamilton",22486,17493,2064,2929,17493,2764,2229,1810,13170,7506,12009,10477,4392,2380,15714
2017,6,"539","539 - St. Catharines--Niagara",15450,12013,1353,2084,12013,2068,1369,1314,9350,4786,8079,7371,2989,1741,10720
2017,6,"541","541 - Kitchener--Cambridge--Waterloo",11681,9239,972,1470,9239,1427,1015,1284,7020,3377,6073,5608,2528,1428,7725
2017,6,"543","543 - Brantford",5651,4194,647,810,4194,883,574,486,3523,1642,2995,2656,1156,614,3881
2017,6,"550","550 - Guelph",3257,2646,259,352,2646,387,224,368,2018,871,1677,1580,729,336,2192
2017,6,"555","555 - London",15947,12585,1290,2072,12585,1993,1369,1398,9729,4820,8227,7720,3373,1763,10811
2017,6,"559","559 - Windsor",11266,8532,1004,1730,8532,1566,1168,1035,6517,3714,6098,5168,2467,1309,7490
2017,6,"568","568 - Barrie",4899,3915,479,505,3915,581,403,583,2990,1326,2569,2330,1158,633,3108
2017,6,"580","580 - Greater Sudbury",6236,5016,570,650,5016,768,452,551,3778,1907,3313,2923,1112,631,4493
2017,6,"595","595 - Thunder Bay",5266,4267,487,512,4267,602,397,408,3400,1458,2799,2467,876,457,3933
2017,9,"505","505 - Ottawa--Gatineau",24849,20247,2109,2493,20247,2515,2087,2253,14439,8157,13353,11496,5111,2556,17182
2017,9,"521","521 - Kingston",6912,5461,666,785,5461,871,580,611,4323,1978,3596,3316,1344,668,4900
2017,9,"529","529 - Peterborough",4917,3864,408,645,3864,627,426,502,3012,1403,2657,2260,1077,468,3372
2017,9,"532","532 - Oshawa",9653,7741,937,975,7741,1162,750,1087,6052,2514,5051,4602,2165,1076,6412
2017,9,"535","535 - Toronto",118567,94477,10284,13806,94477,13473,10617,9393,65743,43431,63622,54945,28727,13192,76648
2017,9,"537","537 - Hamilton",22610,17611,2068,2931,17611,2773,2226,1810,13177,7623,12053,10557,4591,2195,15824
2017,9,"539","539 - St. Catharines--Niagara",15535,12128,1348,2059,12128,2049,1358,1315,9367,4853,8136,7399,3160,1579,10796
2017,9,"541","541 - Kitchener--Cambridge--Waterloo",11710,9286,967,1457,9286,1398,1026,1288,7021,3401,6078,5632,2614,1339,7757
2017,9,"543","543 - Brantford",5704,4241,656,807,4241,887,576,496,3546,1662,3016,2688,1220,577,3907
2017,9,"550","550 - Guelph",3283,2664,266,353,2664,389,230,360,2028,895,1687,1596,772,311,2200
2017,9,"555","555 - London",16052,12720,1302,2030,12720,1967,1365,1431,9761,4860,8277,7775,3522,1616,10914
2017,9,"559","559 - Windsor",11376,8614,1012,1750,8614,1577,1185,1061,6558,3757,6154,5222,2613,1180,7583
2017,9,"568","568 - Barrie",4978,3988,491,499,3988,599,391,593,3052,1333,2593,2385,1233,589,3156
2017,9,"580","580 - Greater Sudbury",6295,5057,573,665,5057,769,469,564,3784,1947,3366,2929,1164,603,4528
2017,9,"595","595 - Thunder Bay",5264,4277,485,502,4277,591,396,394,3394,1476,2801,2463,913,419,3932
2017,12,"505","505 - Ottawa--Gatineau",25112,20459,2123,2530,20459,2522,2131,2229,14602,8281,13531,11581,5492,2296,17324
2017,12,"521","521 - Kingston",6960,5496,669,795,5496,884,580,612,4351,1997,3619,3341,1415,601,4944
2017,12,"529","529 - Peterborough",4966,3911,415,640,3911,628,427,499,3052,1415,2678,2288,1125,435,3406
2017,12,"532","532 - Oshawa",9765,7842,950,973,7842,1153,770,1111,6087,2567,5136,4629,2324,958,6483
2017,12,"535","535 - Toronto",119376,95227,10310,13839,95227,13493,10656,9447,66044,43885,64069,55307,30441,11786,77149
2017,12,"537","537 - Hamilton",22614,17642,2070,2902,17642,2733,2239,1806,13190,7618,12065,10549,4761,2033,15820
2017,12,"539","539 - St. Catharines--Niagara",15668,12195,1368,2105,12195,2128,1345,1304,9407,4957,8179,7489,3282,1422,10964
2017,12,"541","541 - Kitchener--Cambridge--Waterloo",11877,9436,972,1469,9436,1409,1032,1312,7091,3474,6151,5726,2781,1222,7874
2017,12,"543","543 - Brantford",5683,4220,645,818,4220,890,573,500,3513,1670,2995,2688,1263,505,3915
2017,12,"550","550 - Guelph",3351,2722,270,359,2722,388,241,364,2077,910,1710,1641,829,304,2218
2017,12,"555","555 - London",16323,12905,1327,2091,12905,2018,1400,1440,9884,4999,8390,7933,3818,1490,11015
2017,12,"559","559 - Windsor",11578,8769,1028,1781,8769,1606,1203,1095,6604,3879,6245,5333,2816,1090,7672
2017,12,"568","568 - Barrie",4981,3988,502,491,3988,602,391,586,3054,1341,2612,2369,1270,522,3189
2017,12,"580","580 - Greater Sudbury",6381,5130,579,672,5130,778,473,573,3819,1989,3388,2993,1257,554,4570
2017,12,"595","595 - Thunder Bay",5244,4275,487,482,4275,579,390,393,3375,1476,2793,2451,971,383,3890
2018,3,"505","505 - Ottawa--Gatineau",25323,20582,2155,2586,20582,2551,2190,2237,14729,8357,13609,11714,5532,2307,17484
2018,3,"521","521 - Kingston",6999,5542,674,783,5542,886,571,618,4344,2037,3644,3355,1425,608,4966
2018,3,"529","529 - Peterborough",4990,3943,411,636,3943,626,421,490,3058,1442,2693,2297,1127,462,3401
2018,3,"532","532 - Oshawa",9849,7906,957,986,7906,1163,780,1093,6154,2602,5179,4670,2307,970,6572
2018,3,"535","535 - Toronto",120229,95821,10456,13952,95821,13616,10792,9537,66507,44185,64493,55736,31026,11864,77339
2018,3,"537","537 - Hamilton",22597,17584,2087,2926,17584,2769,2244,1798,13153,7646,12052,10545,4832,2018,15747
2018,3,"539","539 - St. Catharines--Niagara",15759,12250,1383,2126,12250,2139,1370,1318,9419,5022,8214,7545,3296,1380,11083
2018,3,"541","541 - Kitchener--Cambridge--Waterloo",12018,9531,1011,1476,9531,1421,1066,1321,7152,3545,6226,5792,2845,1215,7958
2018,3,"543","543 - Brantford",5655,4204,652,799,4204,874,577,498,3486,1671,2981,2674,1223,514,3918
2018,3,"550","550 - Guelph",3413,2773,277,363,2773,391,249,365,2122,926,1760,1653,864,297,2252
2018,3,"555","555 - London",16511,13023,1346,2142,13023,2059,1429,1483,9939,5089,8530,7981,3903,1542,11066
2018,3,"559","559 - Windsor",11744,8886,1042,1816,8886,1621,1237,1114,6661,3969,6341,5403,2886,1114,7744
2018,3,"568","568 - Barrie",5020,4014,504,502,4014,613,393,586,3067,1367,2640,2380,1301,485,3234
2018,3,"580","580 - Greater Sudbury",6419,5166,596,657,5166,773,480,562,3839,2018,3421,2998,1274,531,4614
2018,3,"595","595 - Thunder Bay",5161,4186,488,487,4186,585,390,374,3338,1449,2744,2417,957,385,3819
2018,6,"505","505 - Ottawa--Gatineau",25551,20773,2173,2605,20773,2547,2231,2257,14847,8447,13733,11818,5656,2350,17545
2018,6,"521","521 - Kingston",7033,5564,685,784,5564,880,589,616,4338,2079,3662,3371,1456,602,4975
2018,6,"529","529 - Peterborough",5022,3949,425,648,3949,635,438,478,3080,1464,2700,2322,1148,454,3420
2018,6,"532","532 - Oshawa",9966,8014,964,988,8014,1148,804,1090,6206,2670,5243,4723,2346,989,6631
2018,6,"535","535 - Toronto",121271,96641,10561,14069,96641,13686,10944,9574,67016,44681,65021,56250,31489,12117,77665
2018,6,"537","537 - Hamilton",22653,17638,2107,2908,17638,2761,2254,1807,13157,7689,12049,10604,4955,1993,15705
2018,6,"539","539 - St. Catharines--Niagara",15841,12312,1427,2102,12312,2147,1382,1336,9430,5075,8248,7593,3331,1371,11139
2018,6,"541","541 - Kitchener--Cambridge--Waterloo",12164,9655,1035,1474,9655,1431,1078,1327,7228,3609,6310,5854,2941,1223,8000
2018,6,"543","543 - Brantford",5658,4239,649,770,4239,852,567,499,3465,1694,2985,2673,1209,515,3934
2018,6,"550","550 - Guelph",3409,2776,281,352,2776,382,251,367,2102,940,1752,1657,898,292,2219
2018,6,"555","555 - London",16727,13192,1375,2160,13192,2062,1473,1487,10073,5167,8631,8096,4010,1582,11135
2018,6,"559","559 - Windsor",11928,9006,1062,1860,9006,1651,1271,1117,6715,4096,6457,5471,2958,1169,7801
2018,6,"568","568 - Barrie",5089,4060,518,511,4060,624,405,604,3102,1383,2664,2425,1323,509,3257
2018,6,"580","580 - Greater Sudbury",6462,5209,601,652,5209,762,491,554,3852,2056,3442,3020,1274,519,4669
2018,6,"595","595 - Thunder Bay",5089,4130,498,461,4130,577,382,368,3291,1430,2697,2392,926,397,3766
2018,9,"505","505 - Ottawa--Gatineau",25636,20830,2189,2617,20830,2549,2257,2249,14849,8538,13761,11875,5771,2358,17507
2018,9,"521","521 - Kingston",7014,5556,675,783,5556,875,583,627,4309,2078,3638,3376,1437,620,4957
2018,9,"529","529 - Peterborough",5071,3999,439,633,3999,628,444,480,3110,1481,2733,2338,1159,472,3440
2018,9,"532","532 - Oshawa",10045,8096,973,976,8096,1121,828,1095,6227,2723,5264,4781,2391,1004,6650
2018,9,"535","535 - Toronto",121663,96925,10658,14080,96925,13710,11028,9585,67037,45041,65300,56363,31661,12408,77594
2018,9,"537","537 - Hamilton",22687,17654,2124,2909,17654,2800,2233,1830,13111,7746,12047,10640,4950,2031,15706
2018,9,"539","539 - St. Catharines--Niagara",15870,12361,1434,2075,12361,2134,1375,1319,9422,5129,8256,7614,3306,1429,11135
2018,9,"541","541 - Kitchener--Cambridge--Waterloo",12185,9690,1040,1455,9690,1407,1088,1315,7249,3621,6311,5874,2967,1236,7982
2018,9,"543","543 - Brantford",5693,4303,660,730,4303,826,564,504,3475,1714,3008,2685,1224,533,3936
