"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa04","moa512","moa1318","moa19"
2010,9,"521","521 - Kingston",2862,1711,884,267,1711,583,568,778,1893,191,1282,1580,885,855,378,744
2010,9,"529","529 - Peterborough",3261,1998,888,375,1998,622,641,1103,1964,194,1578,1683,857,927,418,1059
2010,9,"532","532 - Oshawa",6362,3643,2206,513,3643,1412,1307,1802,4196,364,2757,3605,1735,1727,809,2091
2010,9,"535","535 - Toronto",107174,63372,32229,11573,63372,19111,24691,18983,77305,10886,49510,57664,23456,30208,13923,39587
2010,9,"537","537 - Hamilton",13679,7630,4322,1727,7630,2648,3401,3247,9445,987,6483,7196,3667,3815,1949,4248
2010,9,"539","539 - St. Catharines--Niagara",8984,5308,2748,928,5308,1780,1896,2394,5951,639,4147,4837,2659,2677,1146,2502
2010,9,"541","541 - Kitchener--Cambridge--Waterloo",8400,4744,2737,919,4744,1623,2033,2124,5637,639,3791,4609,2396,2438,1059,2507
2010,9,"543","543 - Brantford",2084,1042,808,234,1042,507,535,641,1317,126,824,1260,638,650,259,537
2010,9,"550","550 - Guelph",1528,907,488,133,907,312,309,400,1013,115,688,840,527,448,183,370
2010,9,"555","555 - London",11883,6872,3502,1509,6872,2293,2718,3099,7955,829,5639,6244,3182,3209,1528,3964
2010,9,"559","559 - Windsor",9027,4950,3106,971,4950,1758,2319,2087,6260,680,4005,5022,1971,2383,1355,3318
2010,9,"568","568 - Barrie",3579,2280,1040,259,2280,696,603,1030,2335,214,1712,1867,1070,1205,472,832
2010,9,"580","580 - Greater Sudbury",3309,1992,1030,287,1992,646,671,1004,2137,168,1499,1810,1007,1038,441,823
2010,9,"595","595 - Thunder Bay",2323,1192,900,231,1192,519,612,591,1616,116,952,1371,664,751,288,620
2010,12,"505","505 - Ottawa--Gatineau",15592,9235,4812,1545,9235,2553,3804,3341,10923,1328,7126,8466,4663,4546,1805,4578
2010,12,"521","521 - Kingston",2776,1685,834,257,1685,553,538,718,1877,181,1288,1488,833,835,356,752
2010,12,"529","529 - Peterborough",3205,1984,846,375,1984,585,636,1054,1948,203,1591,1614,914,818,396,1077
2010,12,"532","532 - Oshawa",6310,3642,2151,517,3642,1380,1288,1772,4176,362,2772,3538,1691,1770,763,2086
2010,12,"535","535 - Toronto",107836,64479,31790,11567,64479,18805,24552,18589,77972,11275,50537,57299,23760,29379,14072,40625
2010,12,"537","537 - Hamilton",13750,7758,4279,1713,7758,2658,3334,3179,9507,1064,6559,7191,3721,3773,1766,4490
2010,12,"539","539 - St. Catharines--Niagara",9114,5507,2654,953,5507,1723,1884,2434,5988,692,4304,4810,2842,2553,1184,2535
2010,12,"541","541 - Kitchener--Cambridge--Waterloo",8355,4790,2675,890,4790,1577,1988,2057,5667,631,3850,4505,2519,2311,964,2561
2010,12,"543","543 - Brantford",2085,1065,781,239,1065,495,525,630,1322,133,838,1247,650,623,269,543
2010,12,"550","550 - Guelph",1432,835,471,126,835,295,302,365,954,113,634,798,508,404,166,354
2010,12,"555","555 - London",11492,6745,3335,1412,6745,2188,2559,2965,7674,853,5536,5956,3020,3086,1419,3967
2010,12,"559","559 - Windsor",8863,4948,2993,922,4948,1683,2232,2058,6140,665,3951,4912,2050,2180,1070,3563
2010,12,"568","568 - Barrie",3567,2283,1014,270,2283,656,628,1021,2325,221,1716,1851,1124,1097,497,849
2010,12,"580","580 - Greater Sudbury",3128,1909,960,259,1909,618,601,878,2087,163,1445,1683,972,910,398,848
2010,12,"595","595 - Thunder Bay",2260,1174,860,226,1174,499,587,587,1554,119,950,1310,671,680,275,634
2011,3,"505","505 - Ottawa--Gatineau",16274,9856,4859,1559,9856,2583,3835,3551,11354,1369,7610,8664,4802,4839,1821,4812
2011,3,"521","521 - Kingston",2888,1789,844,255,1789,555,544,757,1962,169,1367,1521,890,838,346,814
2011,3,"529","529 - Peterborough",3324,2080,853,391,2080,613,631,1106,2027,191,1679,1645,877,951,381,1115
2011,3,"532","532 - Oshawa",6492,3821,2147,524,3821,1358,1313,1810,4306,376,2953,3539,1671,1903,744,2174
2011,3,"535","535 - Toronto",110682,66904,31933,11845,66904,19027,24751,19160,79809,11713,52638,58044,23597,30416,14067,42602
2011,3,"537","537 - Hamilton",14116,8062,4271,1783,8062,2648,3406,3257,9760,1099,6843,7273,3520,4177,1648,4771
2011,3,"539","539 - St. Catharines--Niagara",9496,5863,2667,966,5863,1736,1897,2559,6210,727,4589,4907,2724,2899,1115,2758
2011,3,"541","541 - Kitchener--Cambridge--Waterloo",8575,4982,2652,941,4982,1576,2017,2103,5816,656,4010,4565,2417,2557,928,2673
2011,3,"543","543 - Brantford",2211,1174,782,255,1174,506,531,681,1393,137,939,1272,709,646,268,588
2011,3,"550","550 - Guelph",1478,880,474,124,880,301,297,391,972,115,681,797,528,413,161,376
2011,3,"555","555 - London",12238,7313,3453,1472,7313,2267,2658,3188,8130,920,5980,6258,3272,3351,1412,4203
2011,3,"559","559 - Windsor",9156,5150,3048,958,5150,1728,2278,2141,6319,696,4176,4980,2041,2446,1080,3589
2011,3,"568","568 - Barrie",3679,2444,968,267,2444,633,602,1059,2390,230,1829,1850,1108,1166,524,881
2011,3,"580","580 - Greater Sudbury",3254,2033,947,274,2033,612,609,921,2159,174,1562,1692,1065,924,375,890
2011,3,"595","595 - Thunder Bay",2221,1166,832,223,1166,473,582,564,1542,115,937,1284,598,697,283,643
2011,6,"505","505 - Ottawa--Gatineau",16415,9934,4877,1604,9934,2611,3870,3694,11363,1358,7571,8844,4650,4998,1887,4880
2011,6,"521","521 - Kingston",3017,1853,903,261,1853,595,569,828,2015,174,1357,1660,965,860,337,855
2011,6,"529","529 - Peterborough",3357,2079,902,376,2079,650,628,1126,2031,200,1626,1731,890,975,348,1144
2011,6,"532","532 - Oshawa",6551,3853,2187,511,3853,1400,1298,1890,4273,388,2894,3657,1656,1919,743,2233
2011,6,"535","535 - Toronto",113336,68367,32908,12061,68367,19620,25349,20069,81257,12010,53078,60258,24448,30656,13941,44291
2011,6,"537","537 - Hamilton",14454,8203,4452,1799,8203,2786,3465,3425,9873,1156,6842,7612,3683,4186,1658,4927
2011,6,"539","539 - St. Catharines--Niagara",9519,5773,2778,968,5773,1835,1911,2595,6198,726,4493,5026,2592,2904,1125,2898
2011,6,"541","541 - Kitchener--Cambridge--Waterloo",8614,4973,2750,891,4973,1614,2027,2108,5844,662,3967,4647,2461,2550,898,2705
2011,6,"543","543 - Brantford",2272,1171,839,262,1171,533,568,715,1410,147,928,1344,706,673,264,629
2011,6,"550","550 - Guelph",1505,887,491,127,887,313,305,399,988,118,671,834,506,456,155,388
2011,6,"555","555 - London",12356,7383,3506,1467,7383,2300,2673,3236,8185,935,5926,6430,3233,3489,1346,4288
2011,6,"559","559 - Windsor",9348,5242,3122,984,5242,1821,2285,2220,6414,714,4212,5136,2059,2591,991,3707
2011,6,"568","568 - Barrie",3758,2430,1057,271,2430,695,633,1108,2418,232,1788,1970,1124,1201,472,961
2011,6,"580","580 - Greater Sudbury",3292,2026,994,272,2026,633,633,965,2141,186,1520,1772,1042,981,370,899
2011,6,"595","595 - Thunder Bay",2271,1177,874,220,1177,484,610,584,1582,105,911,1360,693,670,269,639
2011,9,"505","505 - Ottawa--Gatineau",16362,9735,4958,1669,9735,2614,4013,3497,11472,1393,7444,8918,4798,4637,2012,4915
2011,9,"521","521 - Kingston",2944,1816,891,237,1816,590,538,780,1976,188,1325,1619,882,892,345,825
2011,9,"529","529 - Peterborough",3302,2009,930,363,2009,651,642,1097,2003,202,1569,1733,848,929,377,1148
2011,9,"532","532 - Oshawa",6475,3731,2253,491,3731,1430,1314,1856,4228,391,2782,3693,1728,1822,769,2156
2011,9,"535","535 - Toronto",114481,68604,33687,12190,68604,20097,25780,20083,82082,12316,53079,61402,22941,31464,14242,45834
2011,9,"537","537 - Hamilton",14192,7990,4456,1746,7990,2793,3409,3250,9794,1148,6560,7632,3455,4124,1730,4883
2011,9,"539","539 - St. Catharines--Niagara",9289,5541,2800,948,5541,1814,1934,2466,6117,706,4247,5042,2515,2727,1136,2911
2011,9,"541","541 - Kitchener--Cambridge--Waterloo",8564,4852,2826,886,4852,1673,2039,2105,5785,674,3853,4711,2343,2546,982,2693
2011,9,"543","543 - Brantford",2219,1094,874,251,1094,557,568,675,1412,132,886,1333,632,659,274,654
2011,9,"550","550 - Guelph",1466,860,493,113,860,317,289,377,967,122,668,798,468,456,157,385
2011,9,"555","555 - London",12212,7257,3546,1409,7257,2293,2662,3158,8085,969,5756,6456,3151,3340,1453,4268
2011,9,"559","559 - Windsor",9238,5129,3129,980,5129,1813,2296,2158,6342,738,4093,5145,1962,2504,1058,3714
2011,9,"568","568 - Barrie",3673,2347,1062,264,2347,678,648,1054,2373,246,1718,1955,978,1230,444,1021
2011,9,"580","580 - Greater Sudbury",3220,1976,1008,236,1976,652,592,947,2099,174,1451,1769,984,979,367,890
2011,9,"595","595 - Thunder Bay",2076,1061,815,200,1061,455,560,509,1465,102,801,1275,560,646,274,596
2011,12,"505","505 - Ottawa--Gatineau",16223,9749,4830,1644,9749,2628,3846,3357,11400,1466,7561,8662,4762,4610,1960,4891
2011,12,"521","521 - Kingston",2835,1772,834,229,1772,560,503,732,1910,193,1310,1525,913,805,305,812
2011,12,"529","529 - Peterborough",3247,2027,877,343,2027,595,625,1028,2013,206,1595,1652,915,841,388,1103
2011,12,"532","532 - Oshawa",6327,3689,2174,464,3689,1361,1277,1820,4120,387,2748,3579,1680,1747,806,2094
2011,12,"535","535 - Toronto",113847,68322,33188,12337,68322,19907,25618,19057,82099,12691,53305,60542,23830,29657,14246,46114
2011,12,"537","537 - Hamilton",13955,7955,4324,1676,7955,2722,3278,3166,9635,1154,6523,7432,3634,3843,1710,4768
2011,12,"539","539 - St. Catharines--Niagara",9474,5799,2730,945,5799,1761,1914,2488,6234,752,4438,5036,2820,2554,1175,2925
2011,12,"541","541 - Kitchener--Cambridge--Waterloo",8393,4801,2718,874,4801,1584,2008,2029,5697,667,3822,4571,2363,2397,982,2651
2011,12,"543","543 - Brantford",2240,1130,849,261,1130,528,582,657,1444,139,918,1322,692,644,244,660
2011,12,"550","550 - Guelph",1410,822,466,122,822,297,291,346,940,124,646,764,477,401,148,384
2011,12,"555","555 - London",11928,7154,3435,1339,7154,2234,2540,2976,7985,967,5684,6244,3212,3155,1365,4196
2011,12,"559","559 - Windsor",8908,5017,2940,951,5017,1708,2183,2014,6154,740,4033,4875,1991,2175,1162,3580
2011,12,"568","568 - Barrie",3625,2329,1039,257,2329,656,640,1018,2374,233,1737,1888,1025,1143,454,1003
2011,12,"580","580 - Greater Sudbury",3058,1930,914,214,1930,585,543,883,1996,179,1430,1628,1005,847,347,859
2011,12,"595","595 - Thunder Bay",2002,1062,767,173,1062,427,513,511,1381,110,789,1213,609,564,238,591
2012,3,"505","505 - Ottawa--Gatineau",16702,10281,4756,1665,10281,2559,3862,3577,11628,1497,7959,8743,4826,4902,1900,5074
2012,3,"521","521 - Kingston",2876,1806,822,248,1806,544,526,769,1919,188,1368,1508,853,881,310,832
2012,3,"529","529 - Peterborough",3415,2149,887,379,2149,639,627,1090,2103,222,1719,1696,898,952,396,1169
2012,3,"532","532 - Oshawa",6486,3853,2150,483,3853,1379,1254,1810,4281,395,2899,3587,1747,1796,792,2151
2012,3,"535","535 - Toronto",115149,69545,33025,12579,69545,19804,25800,19269,83029,12851,54561,60588,22904,30355,14444,47446
2012,3,"537","537 - Hamilton",14002,8116,4246,1640,8116,2649,3237,3140,9682,1180,6724,7278,3475,3963,1672,4892
2012,3,"539","539 - St. Catharines--Niagara",9867,6194,2713,960,6194,1747,1926,2610,6481,776,4714,5153,2708,2940,1202,3017
2012,3,"541","541 - Kitchener--Cambridge--Waterloo",8750,5116,2773,861,5116,1646,1988,2135,5937,678,4102,4648,2483,2557,999,2711
2012,3,"543","543 - Brantford",2356,1235,855,266,1235,527,594,694,1506,156,1008,1348,692,720,262,682
2012,3,"550","550 - Guelph",1446,880,438,128,880,273,293,350,971,125,679,767,490,406,169,381
2012,3,"555","555 - London",12372,7565,3447,1360,7565,2257,2550,3092,8284,996,6030,6342,3229,3424,1343,4376
2012,3,"559","559 - Windsor",8995,5068,2960,967,5068,1719,2208,2026,6198,771,4050,4945,1896,2290,1128,3681
2012,3,"568","568 - Barrie",3791,2495,1044,252,2495,650,646,1099,2454,238,1852,1939,1070,1209,485,1027
2012,3,"580","580 - Greater Sudbury",3215,2077,914,224,2077,592,546,923,2105,187,1560,1655,1014,951,352,898
2012,3,"595","595 - Thunder Bay",2204,1237,767,200,1237,437,530,615,1484,105,898,1306,681,651,260,612
2012,6,"505","505 - Ottawa--Gatineau",16536,10037,4859,1640,10037,2582,3917,3540,11504,1492,7630,8906,4536,4902,1876,5222
2012,6,"521","521 - Kingston",3019,1904,883,232,1904,574,541,840,1982,197,1371,1648,934,874,355,856
2012,6,"529","529 - Peterborough",3496,2197,904,395,2197,634,665,1145,2143,208,1713,1783,902,1016,379,1199
2012,6,"532","532 - Oshawa",6524,3863,2190,471,3863,1411,1250,1837,4285,402,2861,3663,1726,1869,719,2210
2012,6,"535","535 - Toronto",116306,69893,33783,12630,69893,20317,26096,19669,83596,13041,54476,61830,22237,30939,14386,48744
2012,6,"537","537 - Hamilton",13886,7972,4348,1566,7972,2718,3196,3186,9553,1147,6418,7468,3508,3827,1593,4958
2012,6,"539","539 - St. Catharines--Niagara",9868,6111,2807,950,6111,1790,1967,2619,6462,787,4498,5370,2590,2960,1140,3178
2012,6,"541","541 - Kitchener--Cambridge--Waterloo",8634,5041,2738,855,5041,1615,1978,2110,5834,690,3982,4652,2287,2497,1042,2808
2012,6,"543","543 - Brantford",2352,1208,892,252,1208,572,572,702,1485,165,952,1400,674,707,285,686
2012,6,"550","550 - Guelph",1489,905,458,126,905,278,306,361,999,129,676,813,518,400,168,403
2012,6,"555","555 - London",12361,7514,3507,1340,7514,2312,2535,3176,8175,1010,5865,6496,3125,3404,1420,4412
2012,6,"559","559 - Windsor",9032,5056,2994,982,5056,1745,2231,2118,6146,768,3992,5040,1936,2348,977,3771
2012,6,"568","568 - Barrie",3702,2399,1038,265,2399,649,654,1065,2390,247,1743,1959,982,1145,486,1089
2012,6,"580","580 - Greater Sudbury",3207,2007,953,247,2007,617,583,916,2101,190,1487,1720,1005,923,357,922
2012,6,"595","595 - Thunder Bay",2301,1253,826,222,1253,476,572,635,1556,110,905,1396,787,636,253,625
2012,9,"505","505 - Ottawa--Gatineau",16594,10047,4917,1630,10047,2583,3964,3522,11527,1545,7597,8997,4584,4637,2056,5317
2012,9,"521","521 - Kingston",2936,1848,853,235,1848,540,548,778,1948,210,1340,1596,848,884,365,839
2012,9,"529","529 - Peterborough",3529,2187,933,409,2187,649,693,1132,2184,213,1668,1861,879,1006,401,1243
2012,9,"532","532 - Oshawa",6378,3744,2166,468,3744,1366,1268,1812,4160,406,2754,3624,1571,1816,778,2213
2012,9,"535","535 - Toronto",115752,69070,34157,12525,69070,20355,26327,19398,83205,13149,53438,62314,20398,30910,14365,50079
2012,9,"537","537 - Hamilton",13366,7562,4343,1461,7562,2686,3118,3016,9223,1127,6000,7366,3168,3730,1604,4864
2012,9,"539","539 - St. Catharines--Niagara",9593,5870,2820,903,5870,1795,1928,2455,6348,790,4356,5237,2574,2697,1154,3168
2012,9,"541","541 - Kitchener--Cambridge--Waterloo",8462,4874,2748,840,4874,1599,1989,2032,5741,689,3779,4683,2195,2373,1073,2821
2012,9,"543","543 - Brantford",2223,1128,852,243,1128,535,560,618,1455,150,898,1325,640,625,283,675
2012,9,"550","550 - Guelph",1439,875,445,119,875,257,307,341,978,120,681,758,455,410,164,410
2012,9,"555","555 - London",12114,7375,3465,1274,7375,2231,2508,3029,8056,1029,5740,6374,3019,3224,1426,4445
2012,9,"559","559 - Windsor",8986,4995,3016,975,4995,1748,2243,2030,6141,815,3882,5104,1854,2353,996,3783
2012,9,"568","568 - Barrie",3585,2294,1049,242,2294,667,624,1017,2315,253,1634,1951,999,1006,462,1118
2012,9,"580","580 - Greater Sudbury",3077,1898,942,237,1898,599,580,870,2009,198,1394,1683,924,857,359,937
2012,9,"595","595 - Thunder Bay",2127,1168,767,192,1168,437,522,566,1453,108,826,1301,615,665,221,626
2012,12,"505","505 - Ottawa--Gatineau",16179,9857,4713,1609,9857,2471,3851,3323,11331,1525,7592,8587,4445,4514,1944,5276
2012,12,"521","521 - Kingston",2770,1768,768,234,1768,501,501,698,1872,200,1295,1475,786,814,330,840
2012,12,"529","529 - Peterborough",3286,2045,855,386,2045,605,636,1049,2030,207,1609,1677,818,860,445,1163
2012,12,"532","532 - Oshawa",6241,3729,2053,459,3729,1261,1251,1688,4144,409,2750,3491,1616,1729,752,2144
2012,12,"535","535 - Toronto",112417,67153,33076,12188,67153,19604,25660,18141,81035,13241,52142,60275,21091,27407,14371,49548
2012,12,"537","537 - Hamilton",12819,7373,4063,1383,7373,2456,2990,2782,8888,1149,5899,6920,3179,3459,1456,4725
2012,12,"539","539 - St. Catharines--Niagara",9469,5962,2642,865,5962,1707,1800,2363,6287,819,4427,5042,2601,2544,1187,3137
2012,12,"541","541 - Kitchener--Cambridge--Waterloo",8368,4949,2627,792,4949,1517,1902,1944,5716,708,3871,4497,2333,2241,988,2806
2012,12,"543","543 - Brantford",2159,1121,817,221,1121,515,523,601,1412,146,900,1259,624,604,256,675
2012,12,"550","550 - Guelph",1436,916,413,107,916,235,285,322,985,129,695,741,490,398,142,406
2012,12,"555","555 - London",11864,7254,3380,1230,7254,2165,2445,2915,7912,1037,5694,6170,3038,3116,1326,4384
2012,12,"559","559 - Windsor",8426,4770,2776,880,4770,1591,2065,1890,5753,783,3702,4724,1759,2056,990,3621
2012,12,"568","568 - Barrie",3484,2240,995,249,2240,641,603,937,2293,254,1634,1850,964,992,409,1119
2012,12,"580","580 - Greater Sudbury",2951,1840,898,213,1840,543,568,791,1974,186,1348,1603,930,756,339,926
2012,12,"595","595 - Thunder Bay",2025,1135,707,183,1135,398,492,526,1383,116,818,1207,649,567,211,598
2013,3,"505","505 - Ottawa--Gatineau",16519,10237,4667,1615,10237,2473,3809,3430,11500,1589,7930,8589,4323,4804,1855,5537
2013,3,"521","521 - Kingston",2867,1882,760,225,1882,498,487,741,1917,209,1377,1490,853,825,321,868
2013,3,"529","529 - Peterborough",3365,2135,848,382,2135,597,633,1048,2105,212,1692,1673,775,978,394,1218
2013,3,"532","532 - Oshawa",6388,3910,2025,453,3910,1237,1241,1732,4243,413,2903,3485,1586,1831,729,2242
2013,3,"535","535 - Toronto",111795,67237,32528,12030,67237,19254,25304,17746,80581,13468,52252,59543,19743,27780,13985,50287
2013,3,"537","537 - Hamilton",13010,7602,4021,1387,7602,2441,2967,2794,9047,1169,6118,6892,3023,3681,1470,4836
2013,3,"539","539 - St. Catharines--Niagara",9766,6270,2589,907,6270,1696,1800,2420,6502,844,4696,5070,2554,2790,1158,3264
2013,3,"541","541 - Kitchener--Cambridge--Waterloo",8394,5059,2542,793,5059,1472,1863,1939,5713,742,3956,4438,2159,2389,932,2914
2013,3,"543","543 - Brantford",2198,1172,802,224,1172,508,518,620,1427,151,941,1257,647,644,241,666
2013,3,"550","550 - Guelph",1525,981,413,131,981,244,300,352,1040,133,760,765,512,446,157,410
2013,3,"555","555 - London",12194,7578,3357,1259,7578,2154,2462,2982,8138,1074,5991,6203,2803,3520,1313,4558
2013,3,"559","559 - Windsor",8450,4798,2751,901,4798,1596,2056,1906,5748,796,3811,4639,1709,2107,973,3661
2013,3,"568","568 - Barrie",3615,2367,993,255,2367,646,602,974,2380,261,1749,1866,1012,1065,397,1141
2013,3,"580","580 - Greater Sudbury",3101,1983,887,231,1983,561,557,853,2041,207,1498,1603,983,830,330,958
2013,3,"595","595 - Thunder Bay",2065,1177,706,182,1177,395,493,525,1428,112,855,1210,664,597,226,578
2013,6,"505","505 - Ottawa--Gatineau",16802,10257,4838,1707,10257,2562,3983,3501,11686,1615,7894,8908,4338,4920,1882,5662
2013,6,"521","521 - Kingston",2918,1895,784,239,1895,500,523,781,1932,205,1388,1530,843,842,335,898
2013,6,"529","529 - Peterborough",3421,2137,903,381,2137,633,651,1049,2142,230,1664,1757,791,965,381,1284
2013,6,"532","532 - Oshawa",6499,3906,2124,469,3906,1306,1287,1796,4273,430,2860,3639,1572,1808,775,2344
2013,6,"535","535 - Toronto",111241,66469,32905,11867,66469,19438,25334,17733,80048,13460,50980,60261,20357,27045,12939,50900
2013,6,"537","537 - Hamilton",12960,7512,4087,1361,7512,2500,2948,2829,8952,1179,5923,7037,3024,3572,1553,4811
2013,6,"539","539 - St. Catharines--Niagara",9793,6211,2713,869,6211,1734,1848,2468,6498,827,4563,5230,2445,2778,1162,3408
2013,6,"541","541 - Kitchener--Cambridge--Waterloo",8487,5056,2654,777,5056,1539,1892,1944,5802,741,3906,4581,2065,2456,960,3006
2013,6,"543","543 - Brantford",2238,1207,812,219,1207,510,521,677,1431,130,926,1312,661,655,251,671
2013,6,"550","550 - Guelph",1579,995,451,133,995,263,321,393,1049,137,761,818,502,481,171,425
2013,6,"555","555 - London",12406,7711,3415,1280,7711,2150,2545,3030,8277,1099,5951,6455,2937,3395,1380,4694
2013,6,"559","559 - Windsor",8683,4929,2838,916,4929,1676,2078,2002,5886,795,3824,4859,1896,2138,947,3702
2013,6,"568","568 - Barrie",3568,2325,1012,231,2325,650,593,980,2340,248,1693,1875,996,1062,375,1135
2013,6,"580","580 - Greater Sudbury",3221,2043,937,241,2043,580,598,895,2130,196,1498,1723,1033,922,294,972
2013,6,"595","595 - Thunder Bay",2188,1213,783,192,1213,449,526,567,1517,104,905,1283,725,642,220,601
2013,9,"505","505 - Ottawa--Gatineau",16430,9901,4819,1710,9901,2593,3936,3310,11465,1655,7554,8876,4169,4621,1963,5677
2013,9,"521","521 - Kingston",2815,1820,783,212,1820,508,487,741,1871,203,1317,1498,763,811,334,907
2013,9,"529","529 - Peterborough",3364,2083,928,353,2083,629,652,1034,2097,233,1581,1783,775,908,421,1260
2013,9,"532","532 - Oshawa",6449,3824,2150,475,3824,1315,1310,1727,4265,457,2769,3680,1502,1822,741,2384
2013,9,"535","535 - Toronto",109668,65274,32881,11513,65274,19295,25099,17056,79119,13493,49510,60158,19242,26790,12546,51090
2013,9,"537","537 - Hamilton",12652,7269,4053,1330,7269,2481,2902,2663,8796,1193,5761,6891,3063,3327,1499,4763
2013,9,"539","539 - St. Catharines--Niagara",9508,5959,2709,840,5959,1735,1814,2329,6335,844,4351,5157,2383,2518,1199,3408
2013,9,"541","541 - Kitchener--Cambridge--Waterloo",8243,4837,2657,749,4837,1522,1884,1820,5688,735,3716,4527,1917,2321,991,3014
2013,9,"543","543 - Brantford",2135,1130,802,203,1130,492,513,647,1355,133,860,1275,601,631,269,634
2013,9,"550","550 - Guelph",1544,979,437,128,979,248,317,340,1065,139,727,817,467,453,171,453
2013,9,"555","555 - London",11962,7338,3365,1259,7338,2114,2510,2781,8079,1102,5639,6323,2700,3184,1403,4675
2013,9,"559","559 - Windsor",8443,4683,2818,942,4683,1645,2115,1806,5834,803,3688,4755,1691,2120,950,3682
2013,9,"568","568 - Barrie",3392,2197,982,213,2197,595,600,887,2261,244,1581,1811,856,1025,380,1131
2013,9,"580","580 - Greater Sudbury",3095,1936,919,240,1936,587,572,784,2108,203,1459,1636,874,923,310,988
2013,9,"595","595 - Thunder Bay",2088,1190,733,165,1190,408,490,516,1455,117,872,1216,616,649,223,600
2013,12,"505","505 - Ottawa--Gatineau",16343,10003,4689,1651,10003,2520,3820,3277,11372,1694,7700,8643,4413,4295,1969,5666
2013,12,"521","521 - Kingston",2752,1787,744,221,1787,506,459,703,1833,216,1329,1423,806,722,335,889
2013,12,"529","529 - Peterborough",3171,1994,844,333,1994,567,610,916,2021,234,1521,1650,774,798,381,1218
2013,12,"532","532 - Oshawa",6314,3813,2036,465,3813,1260,1241,1634,4188,492,2788,3526,1573,1616,770,2355
2013,12,"535","535 - Toronto",106080,63355,31562,11163,63355,18456,24269,15483,76954,13643,48279,57801,19298,24006,12615,50161
2013,12,"537","537 - Hamilton",12315,7140,3879,1296,7140,2399,2776,2440,8684,1191,5686,6629,3003,3183,1417,4712
2013,12,"539","539 - St. Catharines--Niagara",9563,6170,2593,800,6170,1646,1747,2277,6401,885,4462,5101,2653,2375,1111,3424
2013,12,"541","541 - Kitchener--Cambridge--Waterloo",8032,4785,2546,701,4785,1453,1794,1734,5551,747,3640,4392,1998,2073,993,2968
2013,12,"543","543 - Brantford",2095,1141,754,200,1141,471,483,597,1359,139,881,1214,619,578,251,647
2013,12,"550","550 - Guelph",1474,947,407,120,947,242,285,314,1015,145,710,764,439,411,176,448
2013,12,"555","555 - London",11835,7322,3264,1249,7322,2059,2454,2699,8007,1129,5616,6219,2878,2900,1403,4654
2013,12,"559","559 - Windsor",8262,4635,2681,946,4635,1564,2063,1697,5759,806,3634,4628,1805,1967,915,3575
2013,12,"568","568 - Barrie",3390,2246,948,196,2246,585,559,855,2273,262,1643,1747,944,954,382,1110
2013,12,"580","580 - Greater Sudbury",3057,1961,869,227,1961,550,546,757,2095,205,1495,1562,959,839,320,939
2013,12,"595","595 - Thunder Bay",2111,1248,692,171,1248,397,466,526,1452,133,908,1203,717,586,223,585
2014,3,"505","505 - Ottawa--Gatineau",16800,10516,4605,1679,10516,2476,3808,3421,11619,1760,8145,8655,4300,4704,1889,5907
2014,3,"521","521 - Kingston",2897,1908,759,230,1908,504,485,722,1930,245,1418,1479,836,841,305,915
2014,3,"529","529 - Peterborough",3355,2130,855,370,2130,604,621,979,2126,250,1648,1707,802,893,386,1274
2014,3,"532","532 - Oshawa",6670,4139,2030,501,4139,1256,1275,1751,4396,523,3065,3605,1669,1810,774,2417
2014,3,"535","535 - Toronto",106508,63976,31308,11224,63976,18372,24160,15448,77075,13985,48908,57600,18946,25039,11951,50572
2014,3,"537","537 - Hamilton",12761,7531,3908,1322,7531,2385,2845,2551,8984,1226,6032,6729,3049,3525,1360,4827
2014,3,"539","539 - St. Catharines--Niagara",9933,6487,2596,850,6487,1695,1751,2368,6651,914,4760,5173,2558,2764,1073,3538
2014,3,"541","541 - Kitchener--Cambridge--Waterloo",8291,5002,2555,734,5002,1465,1824,1781,5752,758,3832,4459,2136,2149,969,3037
2014,3,"543","543 - Brantford",2239,1260,759,220,1260,489,490,641,1442,156,977,1262,714,625,250,650
2014,3,"550","550 - Guelph",1580,1036,409,135,1036,255,289,340,1079,161,786,794,504,428,195,453
2014,3,"555","555 - London",12282,7660,3358,1264,7660,2136,2486,2863,8235,1184,5901,6381,2820,3334,1312,4816
2014,3,"559","559 - Windsor",8421,4815,2664,942,4815,1567,2039,1741,5834,846,3723,4698,1751,2110,933,3627
2014,3,"568","568 - Barrie",3595,2422,968,205,2422,580,593,921,2397,277,1789,1806,964,1069,422,1140
2014,3,"580","580 - Greater Sudbury",3163,2073,863,227,2073,551,539,801,2133,229,1598,1565,908,945,353,957
2014,3,"595","595 - Thunder Bay",2202,1335,685,182,1335,389,478,548,1522,132,989,1213,715,653,245,589
2014,6,"505","505 - Ottawa--Gatineau",17379,10866,4817,1696,10866,2629,3884,3623,11980,1776,8207,9172,4472,4884,1860,6163
2014,6,"521","521 - Kingston",2979,1927,808,244,1927,532,520,737,1989,253,1382,1597,815,920,297,947
2014,6,"529","529 - Peterborough",3469,2175,904,390,2175,640,654,1002,2222,245,1659,1810,796,954,395,1324
2014,6,"532","532 - Oshawa",6792,4220,2102,470,4220,1271,1301,1785,4484,523,3018,3774,1508,1960,745,2579
2014,6,"535","535 - Toronto",106178,63320,31650,11208,63320,18569,24289,15387,76681,14110,47960,58218,19349,24714,11252,50863
