"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa04","moa512","moa1318","moa19"
2021,12,"595","595 - Thunder Bay",2081,1348,640,93,1348,303,430,305,1599,177,912,1169,396,270,147,1268
2022,3,"505","505 - Ottawa--Gatineau",14334,8927,4178,1229,8927,1939,3468,1787,10249,2298,6643,7691,2978,2252,865,8239
2022,3,"521","521 - Kingston",2207,1502,592,113,1502,272,433,295,1664,248,1051,1156,455,357,150,1245
2022,3,"529","529 - Peterborough",2577,1719,690,168,1719,363,495,379,1906,292,1249,1328,481,369,122,1605
2022,3,"532","532 - Oshawa",4837,3054,1576,207,3054,762,1021,678,3501,658,2076,2761,971,693,242,2931
2022,3,"535","535 - Toronto",82901,53136,22848,6917,53136,12316,17449,8006,60084,14811,38352,44549,15643,12008,4321,50929
2022,3,"537","537 - Hamilton",9903,6038,3089,776,6038,1431,2434,1114,7419,1370,4553,5350,2121,1486,558,5738
2022,3,"539","539 - St. Catharines--Niagara",8535,5709,2375,451,5709,1201,1625,1193,6220,1122,3984,4551,1780,1567,622,4566
2022,3,"541","541 - Kitchener--Cambridge--Waterloo",7646,4709,2318,619,4709,1134,1803,871,5737,1038,3544,4102,1210,1162,460,4814
2022,3,"543","543 - Brantford",1774,1088,616,70,1088,293,393,256,1321,197,719,1055,436,298,134,906
2022,3,"550","550 - Guelph",1447,960,416,71,960,198,289,166,1066,215,668,779,343,290,94,720
2022,3,"555","555 - London",9944,6221,2695,1028,6221,1386,2337,1270,7289,1385,4745,5199,1939,1903,757,5345
2022,3,"559","559 - Windsor",5824,3410,1704,710,3410,852,1562,666,4191,967,2649,3175,1247,982,467,3128
2022,3,"568","568 - Barrie",2116,1431,598,87,1431,318,367,252,1597,267,1033,1083,527,408,137,1044
2022,3,"580","580 - Greater Sudbury",2922,2002,821,99,2002,398,522,354,2249,319,1407,1515,639,511,159,1613
2022,3,"595","595 - Thunder Bay",2238,1471,671,96,1471,321,446,328,1714,196,991,1247,443,368,148,1279
2022,6,"505","505 - Ottawa--Gatineau",14926,9296,4306,1324,9296,2018,3612,1907,10672,2347,6922,8004,2673,3349,813,8091
2022,6,"521","521 - Kingston",2241,1523,612,106,1523,275,443,296,1686,259,1059,1182,373,515,134,1219
2022,6,"529","529 - Peterborough",2621,1747,708,166,1747,369,505,373,1954,294,1269,1352,382,562,110,1567
2022,6,"532","532 - Oshawa",4961,3105,1639,217,3105,786,1070,683,3632,646,2122,2839,797,1053,232,2879
2022,6,"535","535 - Toronto",86617,55780,23528,7309,55780,12816,18021,8810,62726,15081,40384,46233,15060,18153,4013,49391
2022,6,"537","537 - Hamilton",9988,6062,3157,769,6062,1486,2440,1104,7528,1356,4509,5479,1652,2257,558,5521
2022,6,"539","539 - St. Catharines--Niagara",8544,5652,2418,474,5652,1246,1646,1163,6298,1083,3916,4628,1231,2198,533,4582
2022,6,"541","541 - Kitchener--Cambridge--Waterloo",7667,4714,2318,635,4714,1129,1824,867,5760,1040,3560,4107,1048,1511,408,4700
2022,6,"543","543 - Brantford",1845,1107,667,71,1107,308,430,267,1387,191,757,1088,369,456,120,900
2022,6,"550","550 - Guelph",1470,954,447,69,954,215,301,159,1105,206,679,791,276,389,89,716
2022,6,"555","555 - London",10110,6328,2741,1041,6328,1400,2382,1284,7434,1392,4803,5307,1662,2550,642,5256
2022,6,"559","559 - Windsor",6143,3628,1806,709,3628,890,1625,732,4412,999,2740,3403,1189,1416,434,3104
2022,6,"568","568 - Barrie",2054,1377,587,90,1377,308,369,252,1549,253,987,1067,384,563,117,990
2022,6,"580","580 - Greater Sudbury",2915,1969,843,103,1969,414,532,340,2272,303,1387,1528,487,711,153,1564
2022,6,"595","595 - Thunder Bay",2323,1525,691,107,1525,342,456,330,1794,199,1031,1292,417,501,147,1258
2022,9,"505","505 - Ottawa--Gatineau",15390,9548,4386,1456,9548,2080,3762,1886,11091,2413,7189,8201,2738,3880,856,7916
2022,9,"521","521 - Kingston",2262,1540,616,106,1540,283,439,301,1699,262,1058,1204,363,569,136,1194
2022,9,"529","529 - Peterborough",2595,1725,710,160,1725,359,511,366,1933,296,1252,1343,348,614,139,1494
2022,9,"532","532 - Oshawa",4979,3149,1613,217,3149,772,1058,670,3667,642,2156,2823,750,1183,265,2781
2022,9,"535","535 - Toronto",89368,57910,23860,7598,57910,13065,18393,9183,64958,15227,42302,47066,15192,22329,4137,47710
2022,9,"537","537 - Hamilton",10191,6179,3246,766,6179,1534,2478,1094,7713,1384,4613,5578,1702,2520,553,5416
2022,9,"539","539 - St. Catharines--Niagara",8777,5780,2458,539,5780,1261,1736,1176,6531,1070,4084,4693,1410,2338,506,4523
2022,9,"541","541 - Kitchener--Cambridge--Waterloo",7703,4765,2307,631,4765,1099,1839,836,5822,1045,3564,4139,1096,1616,423,4568
2022,9,"543","543 - Brantford",1893,1130,685,78,1130,325,438,280,1423,190,771,1122,337,544,111,901
2022,9,"550","550 - Guelph",1468,952,448,68,952,216,300,136,1123,209,685,783,243,422,106,697
2022,9,"555","555 - London",10003,6259,2698,1046,6259,1353,2391,1237,7401,1365,4763,5240,1534,2695,654,5120
2022,9,"559","559 - Windsor",6317,3749,1858,710,3749,891,1677,749,4577,991,2858,3459,1231,1605,415,3066
2022,9,"568","568 - Barrie",2065,1370,608,87,1370,318,377,233,1567,265,979,1086,391,580,136,958
2022,9,"580","580 - Greater Sudbury",2942,1975,859,108,1975,433,534,348,2285,309,1385,1557,487,775,186,1494
2022,9,"595","595 - Thunder Bay",2281,1485,694,102,1485,339,457,333,1747,201,1023,1258,374,546,152,1209
2022,12,"505","505 - Ottawa--Gatineau",15223,9488,4278,1457,9488,2012,3723,1765,11058,2400,7193,8030,2557,3447,1677,7542
2022,12,"521","521 - Kingston",2289,1563,616,110,1563,288,438,288,1740,261,1083,1206,332,530,259,1168
2022,12,"529","529 - Peterborough",2545,1704,693,148,1704,343,498,339,1911,295,1234,1311,321,484,307,1433
2022,12,"532","532 - Oshawa",4933,3151,1569,213,3151,738,1044,636,3662,635,2170,2763,710,1037,516,2670
2022,12,"535","535 - Toronto",91103,59452,23599,8052,59452,13110,18541,9285,66514,15304,44077,47026,15129,21699,9060,45215
2022,12,"537","537 - Hamilton",10100,6190,3112,798,6190,1488,2422,1062,7655,1383,4649,5451,1696,2116,1180,5108
2022,12,"539","539 - St. Catharines--Niagara",8934,5946,2425,563,5946,1262,1726,1216,6657,1061,4269,4665,1534,1834,1193,4373
2022,12,"541","541 - Kitchener--Cambridge--Waterloo",7653,4783,2246,624,4783,1058,1812,814,5798,1041,3574,4079,1062,1457,766,4368
2022,12,"543","543 - Brantford",1883,1143,668,72,1143,320,420,251,1436,196,770,1113,316,479,224,864
2022,12,"550","550 - Guelph",1453,946,438,69,946,199,308,146,1093,214,676,777,248,330,200,675
2022,12,"555","555 - London",9958,6336,2625,997,6336,1316,2306,1226,7337,1395,4783,5175,1567,2215,1236,4940
2022,12,"559","559 - Windsor",6401,3859,1811,731,3859,868,1674,728,4650,1023,2956,3445,1111,1577,738,2975
2022,12,"568","568 - Barrie",2143,1444,602,97,1444,304,395,243,1615,285,1019,1124,444,521,276,902
2022,12,"580","580 - Greater Sudbury",2910,2002,808,100,2002,420,488,350,2249,311,1400,1510,456,627,375,1452
2022,12,"595","595 - Thunder Bay",2302,1512,695,95,1512,336,454,346,1753,203,1036,1266,382,485,253,1182
2023,3,"505","505 - Ottawa--Gatineau",15689,9971,4291,1427,9971,2015,3703,1887,11390,2412,7564,8125,2881,3414,2033,7361
2023,3,"521","521 - Kingston",2338,1618,614,106,1618,287,433,324,1760,254,1106,1232,371,467,359,1141
2023,3,"529","529 - Peterborough",2608,1757,702,149,1757,349,502,345,1959,304,1297,1311,379,446,371,1412
2023,3,"532","532 - Oshawa",5061,3258,1574,229,3258,744,1059,663,3763,635,2280,2781,776,1014,700,2571
2023,3,"535","535 - Toronto",95988,63840,23543,8605,63840,13321,18827,10358,70049,15581,47731,48257,17249,22566,12405,43768
2023,3,"537","537 - Hamilton",10502,6526,3154,822,6526,1538,2438,1173,7902,1427,4896,5606,1817,2185,1501,4999
2023,3,"539","539 - St. Catharines--Niagara",10831,7319,2591,921,7319,1423,2089,1554,8114,1163,5626,5205,2937,1994,1503,4397
2023,3,"541","541 - Kitchener--Cambridge--Waterloo",7896,4992,2269,635,4992,1085,1819,862,5973,1061,3742,4154,1256,1450,927,4263
2023,3,"543","543 - Brantford",1982,1224,671,87,1224,321,437,272,1501,209,856,1126,348,452,332,850
2023,3,"550","550 - Guelph",1499,980,448,71,980,200,319,151,1134,214,672,827,276,322,220,681
2023,3,"555","555 - London",10422,6720,2674,1028,6720,1360,2342,1309,7703,1410,5092,5330,1725,2236,1524,4937
2023,3,"559","559 - Windsor",7220,4454,1893,873,4454,929,1837,876,5318,1026,3581,3639,1736,1616,919,2949
2023,3,"568","568 - Barrie",2298,1586,620,92,1586,311,401,283,1729,286,1127,1171,518,513,360,907
2023,3,"580","580 - Greater Sudbury",2964,2069,797,98,2069,398,497,372,2281,311,1439,1525,455,607,480,1422
2023,3,"595","595 - Thunder Bay",2381,1569,719,93,1569,361,451,353,1823,205,1095,1286,386,497,317,1181
2023,6,"505","505 - Ottawa--Gatineau",16095,10293,4315,1487,10293,2040,3762,2029,11624,2442,7729,8366,2833,3673,1822,7767
2023,6,"521","521 - Kingston",2449,1702,622,125,1702,288,459,342,1854,253,1186,1263,434,471,329,1215
2023,6,"529","529 - Peterborough",2608,1741,715,152,1741,353,514,340,1963,305,1288,1320,330,470,279,1529
2023,6,"532","532 - Oshawa",5119,3308,1568,243,3308,753,1058,643,3841,635,2323,2796,790,1023,575,2731
2023,6,"535","535 - Toronto",99217,66515,23662,9040,66515,13530,19172,10980,72498,15739,49749,49468,17381,23983,11863,45990
2023,6,"537","537 - Hamilton",10569,6536,3205,828,6536,1558,2475,1170,7993,1406,4935,5634,1754,2287,1220,5308
2023,6,"539","539 - St. Catharines--Niagara",10466,6927,2630,909,6927,1420,2119,1460,7857,1149,5243,5223,2032,2424,1089,4921
2023,6,"541","541 - Kitchener--Cambridge--Waterloo",8016,5106,2271,639,5106,1078,1832,878,6070,1068,3759,4257,1244,1508,809,4455
2023,6,"543","543 - Brantford",1997,1247,669,81,1247,309,441,273,1524,200,861,1136,329,440,292,936
2023,6,"550","550 - Guelph",1537,1023,442,72,1023,200,314,170,1160,207,711,826,272,335,191,739
2023,6,"555","555 - London",10527,6737,2719,1071,6737,1384,2406,1347,7784,1396,5134,5393,1658,2300,1298,5271
2023,6,"559","559 - Windsor",7398,4569,1937,892,4569,959,1870,931,5437,1030,3616,3782,1424,1892,875,3207
2023,6,"568","568 - Barrie",2378,1603,664,111,1603,343,432,290,1797,291,1128,1250,480,603,296,999
2023,6,"580","580 - Greater Sudbury",2897,1997,806,94,1997,381,519,359,2254,284,1365,1532,437,578,355,1527
2023,6,"595","595 - Thunder Bay",2321,1511,724,86,1511,358,452,329,1800,192,1052,1269,319,485,292,1225
2023,9,"505","505 - Ottawa--Gatineau",16526,10607,4330,1589,10607,2064,3855,2058,12029,2439,7980,8546,3130,3590,1779,8027
2023,9,"521","521 - Kingston",2405,1667,621,117,1667,283,455,317,1834,254,1155,1250,317,521,274,1293
2023,9,"529","529 - Peterborough",2589,1712,733,144,1712,358,519,318,1969,302,1259,1330,288,465,255,1581
2023,9,"532","532 - Oshawa",5136,3363,1525,248,3363,746,1027,625,3896,615,2355,2781,836,968,528,2804
2023,9,"535","535 - Toronto",103376,70544,23480,9352,70544,13537,19295,11117,76275,15984,52668,50708,18919,24782,12248,47427
2023,9,"537","537 - Hamilton",10826,6747,3194,885,6747,1590,2489,1170,8257,1399,5084,5742,1857,2307,1181,5481
2023,9,"539","539 - St. Catharines--Niagara",9862,6513,2613,736,6513,1380,1969,1308,7448,1106,4807,5055,1284,2460,1023,5095
2023,9,"541","541 - Kitchener--Cambridge--Waterloo",8101,5195,2273,633,5195,1120,1786,878,6145,1078,3862,4239,1253,1565,793,4490
2023,9,"543","543 - Brantford",2019,1279,658,82,1279,302,438,275,1542,202,886,1133,303,435,260,1021
2023,9,"550","550 - Guelph",1530,1012,442,76,1012,193,325,145,1187,198,724,806,270,331,171,758
2023,9,"555","555 - London",10621,6842,2715,1064,6842,1393,2386,1333,7905,1383,5167,5454,1678,2288,1190,5465
2023,9,"559","559 - Windsor",7287,4480,1948,859,4480,969,1838,944,5294,1049,3506,3781,1191,1880,895,3321
2023,9,"568","568 - Barrie",2427,1667,648,112,1667,336,424,273,1849,305,1187,1240,480,605,271,1071
2023,9,"580","580 - Greater Sudbury",2857,1986,780,91,1986,365,506,329,2237,291,1363,1494,422,565,306,1564
2023,9,"595","595 - Thunder Bay",2209,1433,687,89,1433,336,440,296,1721,192,1011,1198,267,438,282,1222
2023,12,"505","505 - Ottawa--Gatineau",17210,11284,4305,1621,11284,2115,3811,2171,12576,2463,8419,8791,3446,3857,1765,8142
2023,12,"521","521 - Kingston",2444,1721,608,115,1721,291,432,326,1863,255,1178,1266,397,453,264,1330
2023,12,"529","529 - Peterborough",2620,1751,724,145,1751,353,516,310,2010,300,1285,1335,323,444,241,1612
2023,12,"532","532 - Oshawa",5281,3464,1539,278,3464,755,1062,614,4039,628,2444,2837,950,993,533,2805
2023,12,"535","535 - Toronto",109189,75791,23483,9915,75791,13820,19578,11743,81151,16295,57022,52167,21150,26473,12847,48719
2023,12,"537","537 - Hamilton",11258,7136,3188,934,7136,1572,2550,1173,8672,1413,5380,5878,2046,2373,1278,5561
2023,12,"539","539 - St. Catharines--Niagara",10814,7468,2610,736,7468,1357,1989,1352,8306,1156,5439,5375,2324,2194,1083,5213
2023,12,"541","541 - Kitchener--Cambridge--Waterloo",8270,5374,2250,646,5374,1107,1789,876,6283,1111,4003,4267,1247,1667,801,4555
2023,12,"543","543 - Brantford",2054,1311,654,89,1311,299,444,283,1580,191,926,1128,330,422,242,1060
2023,12,"550","550 - Guelph",1544,1047,423,74,1047,179,318,156,1196,192,737,807,301,325,164,754
2023,12,"555","555 - London",10863,7083,2715,1065,7083,1383,2397,1347,8112,1404,5360,5503,1757,2273,1239,5594
2023,12,"559","559 - Windsor",7687,4891,1922,874,4891,970,1826,981,5604,1102,3797,3890,1532,1808,901,3446
2023,12,"568","568 - Barrie",2542,1751,670,121,1751,349,442,286,1948,308,1269,1273,516,622,316,1088
2023,12,"580","580 - Greater Sudbury",2845,1995,757,93,1995,360,490,325,2243,277,1379,1466,465,524,296,1560
2023,12,"595","595 - Thunder Bay",2234,1467,677,90,1467,335,432,316,1728,190,1036,1198,323,387,258,1266
2024,3,"505","505 - Ottawa--Gatineau",18164,12200,4333,1631,12200,2124,3840,2400,13283,2481,9012,9152,3572,4336,1917,8339
2024,3,"521","521 - Kingston",2495,1760,612,123,1760,296,439,336,1909,250,1226,1269,350,522,254,1369
2024,3,"529","529 - Peterborough",2713,1845,718,150,1845,357,511,323,2081,309,1352,1361,388,431,269,1625
2024,3,"532","532 - Oshawa",5562,3689,1546,327,3689,791,1082,673,4249,640,2670,2892,950,1194,580,2838
2024,3,"535","535 - Toronto",116576,82328,23654,10594,82328,14090,20158,12801,87346,16429,62803,53773,23037,28808,14477,50254
2024,3,"537","537 - Hamilton",12068,7841,3251,976,7841,1591,2636,1292,9304,1472,5911,6157,2126,2756,1396,5790
2024,3,"539","539 - St. Catharines--Niagara",11153,7774,2640,739,7774,1365,2014,1450,8490,1213,5696,5457,1968,2479,1366,5340
2024,3,"541","541 - Kitchener--Cambridge--Waterloo",8487,5606,2215,666,5606,1094,1787,914,6437,1136,4203,4284,1327,1674,912,4574
2024,3,"543","543 - Brantford",2114,1392,633,89,1392,300,422,291,1627,196,975,1139,362,429,249,1074
2024,3,"550","550 - Guelph",1614,1124,417,73,1124,183,307,173,1227,214,788,826,267,388,187,772
2024,3,"555","555 - London",11276,7411,2794,1071,7411,1424,2441,1421,8430,1425,5633,5643,1688,2473,1365,5750
2024,3,"559","559 - Windsor",7918,5076,1940,902,5076,993,1849,998,5830,1090,3948,3970,1289,1987,1046,3596
2024,3,"568","568 - Barrie",2654,1835,692,127,1835,353,466,306,2036,312,1335,1319,497,656,349,1152
2024,3,"580","580 - Greater Sudbury",2942,2051,789,102,2051,390,501,349,2306,287,1447,1495,491,560,319,1572
2024,3,"595","595 - Thunder Bay",2270,1511,678,81,1511,325,434,324,1756,190,1066,1204,347,394,257,1272
2024,6,"505","505 - Ottawa--Gatineau",18892,12645,4458,1789,12645,2192,4055,2511,13863,2518,9345,9547,3518,4840,2013,8521
2024,6,"521","521 - Kingston",2571,1789,646,136,1789,324,458,357,1964,250,1233,1338,436,500,278,1357
2024,6,"529","529 - Peterborough",2724,1858,722,144,1858,367,499,344,2077,303,1352,1372,358,497,258,1611
2024,6,"532","532 - Oshawa",5667,3800,1521,346,3800,768,1099,722,4268,677,2731,2936,992,1269,584,2822
2024,6,"535","535 - Toronto",123343,87717,24249,11377,87717,14690,20936,13760,92967,16616,67690,55653,24843,32476,14404,51620
2024,6,"537","537 - Hamilton",12580,8145,3380,1055,8145,1669,2766,1420,9645,1515,6148,6432,2212,2942,1421,6005
2024,6,"539","539 - St. Catharines--Niagara",11134,7724,2671,739,7724,1381,2029,1495,8382,1257,5643,5491,1670,2690,1267,5507
2024,6,"541","541 - Kitchener--Cambridge--Waterloo",8784,5840,2248,696,5840,1089,1855,986,6682,1116,4323,4461,1447,1791,901,4645
2024,6,"543","543 - Brantford",2187,1434,658,95,1434,314,439,299,1697,191,990,1197,394,450,247,1096
2024,6,"550","550 - Guelph",1687,1172,427,88,1172,196,319,189,1287,211,826,861,338,363,179,807
2024,6,"555","555 - London",11529,7597,2821,1111,7597,1440,2492,1461,8633,1435,5785,5744,1734,2577,1343,5875
2024,6,"559","559 - Windsor",8042,5090,2019,933,5090,1006,1946,1043,5928,1071,4028,4014,1340,1951,1018,3733
2024,6,"568","568 - Barrie",2760,1947,686,127,1947,356,457,336,2100,324,1408,1352,546,669,329,1216
2024,6,"580","580 - Greater Sudbury",2962,2066,794,102,2066,406,490,345,2321,296,1440,1522,499,578,290,1595
2024,6,"595","595 - Thunder Bay",2209,1465,667,77,1465,326,418,306,1711,192,1029,1180,328,413,227,1241
2024,9,"505","505 - Ottawa--Gatineau",19302,12850,4537,1915,12850,2246,4206,2490,14229,2583,9498,9804,3772,4877,1992,8661
2024,9,"521","521 - Kingston",2562,1772,660,130,1772,321,469,349,1964,249,1246,1316,434,497,262,1369
2024,9,"529","529 - Peterborough",2762,1916,714,132,1916,360,486,341,2125,296,1395,1367,365,521,233,1643
2024,9,"532","532 - Oshawa",5792,3913,1517,362,3913,807,1072,715,4383,694,2888,2904,1052,1318,578,2844
2024,9,"535","535 - Toronto",127959,91224,24571,12164,91224,15149,21586,14223,96591,17145,70951,57008,24598,35834,14221,53306
2024,9,"537","537 - Hamilton",12936,8359,3495,1082,8359,1732,2845,1461,9902,1573,6348,6588,2269,2990,1446,6231
2024,9,"539","539 - St. Catharines--Niagara",11200,7735,2719,746,7735,1381,2084,1462,8427,1311,5654,5546,1941,2457,1066,5736
2024,9,"541","541 - Kitchener--Cambridge--Waterloo",9156,6119,2293,744,6119,1120,1917,1007,6998,1151,4498,4658,1584,1884,897,4791
2024,9,"543","543 - Brantford",2273,1517,666,90,1517,306,450,338,1721,214,1031,1242,430,494,228,1121
2024,9,"550","550 - Guelph",1724,1198,438,88,1198,204,322,193,1319,212,846,878,354,399,169,802
2024,9,"555","555 - London",11587,7628,2821,1138,7628,1451,2508,1427,8701,1459,5821,5766,1828,2566,1251,5942
2024,9,"559","559 - Windsor",8155,5164,2061,930,5164,1020,1971,1008,6048,1099,4076,4079,1419,1931,937,3868
2024,9,"568","568 - Barrie",2904,2058,711,135,2058,382,464,353,2235,316,1511,1393,628,725,329,1222
2024,9,"580","580 - Greater Sudbury",2954,2039,789,126,2039,413,502,357,2321,276,1419,1535,520,621,269,1544
2024,9,"595","595 - Thunder Bay",2175,1471,633,71,1471,314,390,300,1674,201,1038,1137,351,388,196,1240
2024,12,"505","505 - Ottawa--Gatineau",19319,12797,4509,2013,12797,2240,4282,2393,14297,2629,9547,9772,3466,4806,2315,8732
2024,12,"521","521 - Kingston",2581,1820,637,124,1820,316,445,358,1956,267,1282,1299,394,522,254,1411
2024,12,"529","529 - Peterborough",2811,1988,696,127,1988,359,464,356,2143,312,1453,1358,411,507,258,1635
2024,12,"532","532 - Oshawa",5735,3885,1465,385,3885,773,1077,694,4337,704,2868,2867,1001,1329,581,2824
2024,12,"535","535 - Toronto",129519,92464,24532,12523,92464,15387,21668,14132,97885,17502,72099,57420,22537,36781,16243,53958
2024,12,"537","537 - Hamilton",13373,8741,3523,1109,8741,1751,2881,1514,10229,1630,6662,6711,2463,2936,1592,6382
2024,12,"539","539 - St. Catharines--Niagara",11384,7752,2816,816,7752,1422,2210,1485,8550,1349,5766,5618,1963,2420,1215,5786
2024,12,"541","541 - Kitchener--Cambridge--Waterloo",9242,6214,2278,750,6214,1127,1901,1015,7062,1165,4609,4633,1480,2007,925,4830
2024,12,"543","543 - Brantford",2381,1579,712,90,1579,325,477,342,1812,227,1101,1280,467,514,248,1152
2024,12,"550","550 - Guelph",1808,1264,453,91,1264,227,317,190,1387,231,910,898,361,427,207,813
2024,12,"555","555 - London",11293,7507,2714,1072,7507,1398,2388,1380,8458,1455,5678,5615,1713,2441,1304,5835
2024,12,"559","559 - Windsor",8104,5189,2000,915,5189,997,1918,1026,5991,1087,4095,4009,1299,1921,998,3886
2024,12,"568","568 - Barrie",2882,2054,697,131,2054,383,445,331,2233,318,1514,1368,581,723,325,1253
2024,12,"580","580 - Greater Sudbury",2840,1955,751,134,1955,401,484,313,2244,283,1396,1444,477,603,275,1485
2024,12,"595","595 - Thunder Bay",2217,1547,591,79,1547,289,381,292,1718,207,1118,1099,374,421,200,1222
2025,3,"505","505 - Ottawa--Gatineau",19102,12823,4447,1832,12823,2231,4048,2319,14132,2651,9478,9624,3135,4727,2405,8835
2025,3,"521","521 - Kingston",2627,1852,646,129,1852,318,457,342,2009,276,1325,1302,401,550,260,1416
2025,3,"529","529 - Peterborough",2848,2030,689,129,2030,363,455,376,2132,340,1499,1349,399,518,284,1647
2025,3,"532","532 - Oshawa",6028,4123,1505,400,4123,800,1105,736,4545,747,3043,2985,1163,1377,652,2836
2025,3,"535","535 - Toronto",129740,93027,24242,12471,93027,15356,21357,14178,97692,17870,72276,57464,20072,36808,18114,54746
2025,3,"537","537 - Hamilton",13637,9050,3486,1101,9050,1734,2853,1535,10401,1701,6884,6753,2274,3136,1657,6570
2025,3,"539","539 - St. Catharines--Niagara",11348,7733,2840,775,7733,1423,2192,1514,8495,1339,5706,5642,1787,2504,1249,5808
2025,3,"541","541 - Kitchener--Cambridge--Waterloo",9421,6373,2290,758,6373,1119,1929,1034,7151,1236,4730,4691,1331,2192,974,4924
2025,3,"543","543 - Brantford",2470,1663,706,101,1663,327,480,354,1866,250,1161,1309,459,604,260,1147
2025,3,"550","550 - Guelph",1950,1392,471,87,1392,223,335,210,1488,252,987,963,398,497,204,851
2025,3,"555","555 - London",11282,7570,2673,1039,7570,1373,2339,1354,8480,1448,5672,5610,1521,2507,1364,5890
2025,3,"559","559 - Windsor",8018,5166,1989,863,5166,963,1889,990,5911,1117,4054,3964,1055,1999,996,3968
2025,3,"568","568 - Barrie",2972,2121,709,142,2121,389,462,342,2303,327,1567,1405,575,761,352,1284
2025,3,"580","580 - Greater Sudbury",2966,2063,765,138,2063,402,501,317,2348,301,1476,1490,538,619,311,1498
2025,3,"595","595 - Thunder Bay",2228,1582,567,79,1582,262,384,307,1694,227,1134,1094,344,478,226,1180
2025,6,"505","505 - Ottawa--Gatineau",19198,12800,4513,1885,12800,2304,4094,2334,14162,2702,9348,9850,3611,4333,2209,9045
2025,6,"521","521 - Kingston",2781,1959,692,130,1959,333,489,365,2125,291,1413,1368,462,544,312,1463
2025,6,"529","529 - Peterborough",2863,2046,679,138,2046,357,460,379,2142,342,1502,1361,367,568,270,1658
2025,6,"532","532 - Oshawa",6202,4233,1575,394,4233,844,1125,776,4645,781,3093,3109,1189,1442,681,2890
2025,6,"535","535 - Toronto",130393,93244,24782,12367,93244,15622,21527,14393,97870,18130,71706,58687,19438,33846,19757,57352
2025,6,"537","537 - Hamilton",13744,9070,3594,1080,9070,1804,2870,1631,10392,1721,6865,6879,2228,2996,1700,6820
2025,6,"539","539 - St. Catharines--Niagara",11253,7633,2859,761,7633,1431,2189,1518,8382,1353,5617,5636,1599,2479,1210,5965
2025,6,"541","541 - Kitchener--Cambridge--Waterloo",9757,6605,2380,772,6605,1209,1943,1137,7354,1266,4814,4943,1586,2075,1051,5045
2025,6,"543","543 - Brantford",2573,1725,744,104,1725,337,511,354,1969,250,1215,1358,472,627,267,1207
2025,6,"550","550 - Guelph",2021,1450,481,90,1450,230,341,226,1527,268,1022,999,407,512,207,895
2025,6,"555","555 - London",11523,7732,2770,1021,7732,1431,2360,1433,8628,1462,5723,5800,1774,2406,1300,6043
2025,6,"559","559 - Windsor",8352,5366,2077,909,5366,1031,1955,1096,6105,1151,4188,4164,1294,1792,1047,4219
2025,6,"568","568 - Barrie",3065,2192,727,146,2192,411,462,353,2353,359,1597,1468,626,777,346,1316
2025,6,"580","580 - Greater Sudbury",3064,2144,788,132,2144,420,500,330,2437,297,1512,1552,604,606,326,1528
2025,6,"595","595 - Thunder Bay",2197,1542,568,87,1542,274,381,306,1676,215,1091,1106,375,438,226,1158
2025,9,"505","505 - Ottawa--Gatineau",19089,12723,4539,1827,12723,2307,4059,2246,14034,2809,9192,9897,3792,4043,2184,9070
2025,9,"521","521 - Kingston",2739,1916,690,133,1916,339,484,340,2124,275,1378,1361,422,546,303,1468
2025,9,"529","529 - Peterborough",2860,2021,702,137,2021,363,476,377,2152,331,1480,1380,373,560,274,1653
2025,9,"532","532 - Oshawa",6324,4317,1636,371,4317,845,1162,784,4758,782,3081,3243,1199,1472,709,2944
2025,9,"535","535 - Toronto",128358,91536,24818,12004,91536,15536,21286,13828,96233,18297,69571,58787,19918,29742,20139,58559
2025,9,"537","537 - Hamilton",13934,9226,3631,1077,9226,1848,2860,1660,10501,1773,6981,6953,2381,2936,1687,6930
2025,9,"539","539 - St. Catharines--Niagara",10850,7394,2767,689,7394,1392,2064,1453,8047,1350,5405,5445,1602,2154,1236,5858
2025,9,"541","541 - Kitchener--Cambridge--Waterloo",9940,6754,2433,753,6754,1219,1967,1129,7494,1317,4910,5030,1759,1983,1160,5038
2025,9,"543","543 - Brantford",2629,1773,752,104,1773,344,512,328,2041,260,1248,1381,457,630,307,1235
2025,9,"550","550 - Guelph",2008,1447,471,90,1447,227,334,212,1536,260,1018,990,365,514,248,881
2025,9,"555","555 - London",11476,7699,2782,995,7699,1458,2319,1460,8569,1447,5671,5805,1916,2296,1251,6013
2025,9,"559","559 - Windsor",8435,5418,2122,895,5418,1049,1968,1121,6154,1160,4155,4280,1451,1712,1048,4224
2025,9,"568","568 - Barrie",3119,2248,725,146,2248,406,465,372,2365,382,1585,1534,686,725,383,1325
2025,9,"580","580 - Greater Sudbury",2981,2077,784,120,2077,411,493,324,2365,292,1449,1532,518,672,303,1488
2025,9,"595","595 - Thunder Bay",1963,1372,513,78,1372,248,343,241,1524,198,965,998,286,405,195,1077
2025,12,"505","505 - Ottawa--Gatineau",18992,12779,4453,1760,12779,2293,3920,2228,13954,2810,9188,9804,3801,3921,2246,9024
2025,12,"521","521 - Kingston",2753,1956,676,121,1956,331,466,348,2114,291,1398,1355,418,574,272,1489
2025,12,"529","529 - Peterborough",2879,2056,686,137,2056,365,458,364,2184,331,1495,1384,398,481,306,1694
